genre,title,edition,description,date,price,rating
RPG,Game 3774,current,Embark on an epic Simulation journey where sports management and dynamic environments come together. Age Restriction: 10.,2022-10-20,16.65,5.7
Horror,Game 3775,alpha,"Experience the excitement in this RPG game, where intense battles and breathtaking visuals. Age Restriction: 8.",2011-05-13,10.23,7.8
Sports,Game 3776,original,Engage in a Horror adventure where city-building and multiplayer options prevail. Age Restriction: 15.,2011-06-26,90.69,0.6
Puzzle,Game 3777,original,Embark on an epic Action journey where sports management and realistic physics come together. Age Restriction: 13.,2011-11-23,72.8,3.8
Strategy,Game 3778,beta,Embark on an epic Adventure journey where puzzle-solving and dynamic environments come together. Age Restriction: 7.,2000-09-07,51.85,8.0
RPG,Game 3779,original,"Immerse yourself in this Simulation game, where intense battles meets immersive soundtracks. Age Restriction: 14.",2019-03-23,93.88,6.3
Action,Game 3780,original,"This Horror game provides strategic thinking, perfect for those who breathtaking visuals. Age Restriction: 6.",2009-03-08,38.83,8.4
JRPG,Game 3781,current,"Join the adventure in this Action game, where character customization is paired with breathtaking visuals. Age Restriction: 13.",2010-05-21,42.22,7.2
Simulation,Game 3782,alpha,"Dive into the world of Action with intense battles, offering endless fun. Age Restriction: 10.",2017-11-01,91.1,3.3
Puzzle,Game 3783,alpha,A captivating Horror experience that blends complex narratives with dynamic environments. Age Restriction: 17.,2006-03-26,98.78,2.8
Horror,Game 3784,current,A dynamic RPG game that integrates character customization and realistic physics seamlessly. Age Restriction: 7.,2018-06-02,42.48,9.5
RPG,Game 3785,current,Embark on an epic Puzzle journey where intense battles and unmatched gameplay come together. Age Restriction: 6.,2020-08-27,31.67,6.3
Survival,Game 3786,current,Discover the thrill of MMORPG through complex narratives and endless fun. Age Restriction: 9.,2014-05-15,46.18,9.3
Simulation,Game 3787,alpha,Step into the world of Horror with complex narratives and multiplayer options at your fingertips. Age Restriction: 16.,2021-06-07,15.0,8.1
Sports,Game 3788,original,Step into the world of Action with character customization and unmatched gameplay at your fingertips. Age Restriction: 11.,2019-05-15,89.92,4.4
Strategy,Game 3789,current,"Experience the excitement in this Horror game, where high-speed racing and challenging levels. Age Restriction: 7.",2008-03-17,38.79,5.1
MMORPG,Game 3790,alpha,"Immerse yourself in this Simulation game, where intense battles meets dynamic environments. Age Restriction: 6.",2013-12-06,56.96,1.7
Action,Game 3791,original,"This Simulation game offers high-speed racing, combined with dynamic environments for endless excitement. Age Restriction: 7.",2003-04-04,14.78,6.9
Fighting,Game 3792,current,Step into the world of Horror with character customization and unmatched gameplay at your fingertips. Age Restriction: 7.,2000-02-22,22.58,0.5
MMORPG,Game 3793,alpha,"Immerse yourself in this Puzzle game, where high-speed racing meets dynamic environments. Age Restriction: 15.",2007-11-10,51.67,7.1
Sports,Game 3794,current,"Experience the excitement in this Strategy game, where city-building and challenging levels. Age Restriction: 16.",2003-01-05,75.85,6.7
JRPG,Game 3795,current,"Explore the RPG genre with strategic thinking, making it dynamic environments. Age Restriction: 6.",2020-04-28,17.01,4.4
MMORPG,Game 3796,beta,Embark on an epic Sports journey where high-speed racing and endless fun come together. Age Restriction: 4.,2011-06-22,49.7,1.9
Sports,Game 3797,beta,A captivating Adventure experience that blends intense battles with multiplayer options. Age Restriction: 17.,2007-01-25,65.98,5.3
Horror,Game 3798,alpha,A captivating Simulation experience that blends character customization with unmatched gameplay. Age Restriction: 7.,2020-06-19,48.7,6.5
JRPG,Game 3799,classic,Embark on an epic Action journey where strategic thinking and dynamic environments come together. Age Restriction: 8.,2006-11-10,84.42,6.2
Strategy,Game 3800,current,Experience a new level of Fighting with sports management and multiplayer options. Age Restriction: 6.,2003-01-16,62.77,0.7
RPG,Game 3801,beta,This Strategy game captivates with puzzle-solving and breathtaking visuals at its core. Age Restriction: 14.,2006-05-08,42.46,1.5
Horror,Game 3802,alpha,"Join the adventure in this Puzzle game, where sports management is paired with realistic physics. Age Restriction: 16.",2021-08-18,56.05,3.7
Simulation,Game 3803,current,"Join the adventure in this Simulation game, where sports management is paired with realistic physics. Age Restriction: 4.",2020-07-30,79.0,8.3
Action,Game 3804,original,Embark on an epic Adventure journey where character customization and challenging levels come together. Age Restriction: 8.,2013-12-24,79.05,2.1
JRPG,Game 3805,classic,A thrilling Sports game featuring character customization and dynamic environments. Age Restriction: 16.,2003-11-21,22.61,9.4
Puzzle,Game 3806,classic,Discover the thrill of Survival through city-building and realistic physics. Age Restriction: 17.,2007-02-10,44.39,1.2
RPG,Game 3807,classic,"Dive into the world of JRPG with sports management, offering dynamic environments. Age Restriction: 14.",2001-08-01,65.19,4.0
RPG,Game 3808,original,Embark on an epic Strategy journey where intense battles and breathtaking visuals come together. Age Restriction: 9.,2003-07-09,57.81,0.1
Fighting,Game 3809,beta,Challenge yourself in this JRPG game with high-speed racing and realistic physics. Age Restriction: 3.,2011-05-08,39.03,7.3
Action,Game 3810,alpha,"This Action game offers character customization, combined with dynamic environments for endless excitement. Age Restriction: 17.",2021-04-19,61.08,0.1
Horror,Game 3811,classic,An innovative JRPG game that strategic thinking and breathtaking visuals. Age Restriction: 14.,2018-06-13,73.1,1.2
Survival,Game 3812,beta,"Unleash your potential in this MMORPG game, featuring puzzle-solving and unmatched gameplay. Age Restriction: 8.",2001-04-13,97.74,4.6
Survival,Game 3813,classic,A captivating Action experience that blends character customization with breathtaking visuals. Age Restriction: 11.,2004-08-20,18.37,4.8
MMORPG,Game 3814,classic,A captivating Action experience that blends sports management with multiplayer options. Age Restriction: 11.,2018-07-15,78.97,5.7
Adventure,Game 3815,classic,Challenge yourself in this Puzzle game with strategic thinking and unmatched gameplay. Age Restriction: 12.,2018-12-28,64.34,3.5
Adventure,Game 3816,alpha,Immerse yourself in a Strategy game that offers city-building and dynamic environments. Age Restriction: 3.,2018-01-12,43.47,1.2
Fighting,Game 3817,alpha,Embark on an epic MMORPG journey where intense battles and challenging levels come together. Age Restriction: 11.,2019-07-19,84.71,7.9
Adventure,Game 3818,original,Experience a new level of Fighting with puzzle-solving and multiplayer options. Age Restriction: 16.,2014-08-25,13.84,4.4
MMORPG,Game 3819,current,Step into the world of Horror with intense battles and multiplayer options at your fingertips. Age Restriction: 9.,2018-07-02,61.27,8.9
JRPG,Game 3820,beta,A unique Adventure game that offers character customization alongside realistic physics. Age Restriction: 3.,2002-07-20,27.97,9.6
Strategy,Game 3821,current,Dive into JRPG\ with complex narratives and dynamic environments for a complete experience. Age Restriction: 7.,2019-11-25,41.82,1.8
Fighting,Game 3822,current,A thrilling RPG game featuring puzzle-solving and multiplayer options. Age Restriction: 6.,2001-02-01,87.18,2.1
Adventure,Game 3823,classic,"Immerse yourself in this Simulation game, where puzzle-solving meets unmatched gameplay. Age Restriction: 18.",2006-09-26,69.32,5.1
Puzzle,Game 3824,classic,"Experience the excitement in this Simulation game, where complex narratives and endless fun. Age Restriction: 11.",2010-03-05,61.24,4.5
Survival,Game 3825,alpha,"Join the adventure in this Puzzle game, where high-speed racing is paired with endless fun. Age Restriction: 4.",2003-06-20,63.83,5.3
RPG,Game 3826,classic,An engaging JRPG game that brings city-building and realistic physics to life. Age Restriction: 6.,2003-03-13,93.61,0.7
Puzzle,Game 3827,original,Step into the world of Sports with high-speed racing and breathtaking visuals at your fingertips. Age Restriction: 15.,2021-07-20,92.82,0.6
Strategy,Game 3828,alpha,A thrilling JRPG game featuring puzzle-solving and dynamic environments. Age Restriction: 12.,2022-09-28,16.29,5.8
Simulation,Game 3829,classic,"This JRPG game provides intense battles, perfect for those who unmatched gameplay. Age Restriction: 10.",2023-09-30,52.02,3.6
Fighting,Game 3830,original,Adventure awaits in this Simulation game featuring puzzle-solving and immersive soundtracks. Age Restriction: 10.,2016-09-19,16.76,2.2
Adventure,Game 3831,current,"Experience the excitement in this Action game, where intense battles and dynamic environments. Age Restriction: 12.",2016-01-21,44.65,3.3
Survival,Game 3832,current,Engage in a JRPG adventure where character customization and realistic physics prevail. Age Restriction: 7.,2020-10-24,91.6,9.5
Sports,Game 3833,current,Step into the world of RPG with complex narratives and immersive soundtracks at your fingertips. Age Restriction: 3.,2016-05-28,61.98,8.7
Action,Game 3834,original,A unique Survival game that offers high-speed racing alongside challenging levels. Age Restriction: 13.,2002-08-26,36.85,7.1
MMORPG,Game 3835,original,Adventure awaits in this Action game featuring strategic thinking and realistic physics. Age Restriction: 10.,2014-08-26,12.13,7.5
Action,Game 3836,alpha,Adventure awaits in this Adventure game featuring puzzle-solving and challenging levels. Age Restriction: 16.,2019-12-04,80.45,2.2
Fighting,Game 3837,original,Step into the world of Sports with high-speed racing and unmatched gameplay at your fingertips. Age Restriction: 14.,2007-07-16,33.94,3.4
Simulation,Game 3838,alpha,A dynamic RPG game that integrates sports management and dynamic environments seamlessly. Age Restriction: 11.,2016-04-28,62.63,3.1
Sports,Game 3839,original,Challenge yourself in this Strategy game with intense battles and unmatched gameplay. Age Restriction: 9.,2011-12-09,35.2,7.2
Fighting,Game 3840,beta,Engage in a Strategy adventure where character customization and dynamic environments prevail. Age Restriction: 6.,2001-12-18,96.94,10.0
Simulation,Game 3841,alpha,Prepare for an intense MMORPG experience with strategic thinking and multiplayer options. Age Restriction: 14.,2009-08-19,48.16,5.8
Puzzle,Game 3842,original,"Join the adventure in this Strategy game, where puzzle-solving is paired with multiplayer options. Age Restriction: 11.",2017-10-10,95.35,5.4
Simulation,Game 3843,original,A unique MMORPG game that offers intense battles alongside breathtaking visuals. Age Restriction: 15.,2014-05-11,60.23,4.3
Fighting,Game 3844,original,Embark on an epic Adventure journey where complex narratives and breathtaking visuals come together. Age Restriction: 9.,2022-11-12,49.12,8.8
JRPG,Game 3845,original,An innovative JRPG game that sports management and multiplayer options. Age Restriction: 3.,2000-07-06,58.45,5.6
Horror,Game 3846,alpha,"Dive into the world of Sports with puzzle-solving, offering unmatched gameplay. Age Restriction: 5.",2020-05-08,97.04,7.1
Sports,Game 3847,alpha,A dynamic RPG game that integrates character customization and breathtaking visuals seamlessly. Age Restriction: 4.,2008-10-01,17.18,7.1
Horror,Game 3848,beta,Prepare for an intense RPG experience with complex narratives and realistic physics. Age Restriction: 9.,2012-03-12,84.08,7.6
Action,Game 3849,original,"Immerse yourself in this Puzzle game, where city-building meets unmatched gameplay. Age Restriction: 14.",2023-04-20,87.32,4.3
Sports,Game 3850,classic,Prepare for an intense RPG experience with intense battles and endless fun. Age Restriction: 7.,2020-06-26,32.88,7.7
Puzzle,Game 3851,beta,"Join the adventure in this Adventure game, where complex narratives is paired with immersive soundtracks. Age Restriction: 8.",2006-07-14,49.29,5.4
Simulation,Game 3852,original,A thrilling Fighting game featuring puzzle-solving and challenging levels. Age Restriction: 12.,2011-02-15,93.8,4.6
Puzzle,Game 3853,current,Experience a new level of MMORPG with city-building and breathtaking visuals. Age Restriction: 17.,2020-05-13,78.88,1.1
Sports,Game 3854,original,Challenge yourself in this Strategy game with sports management and immersive soundtracks. Age Restriction: 8.,2017-01-21,28.43,4.3
Horror,Game 3855,current,Challenge yourself in this Strategy game with city-building and unmatched gameplay. Age Restriction: 18.,2017-06-28,44.52,4.1
Puzzle,Game 3856,classic,A dynamic MMORPG game that integrates character customization and challenging levels seamlessly. Age Restriction: 13.,2009-03-31,80.74,5.7
